CS_number,name,country,latitude,longitude,collector,seq_by,Experiment,N_source,N_concentration,N_treatment,Leaf_Area,Total_roots,PR_length,Number_of_LR,Total_LR,LR_density,LR_length,LR_to_total_roots,LR_to_PR,X2MSO,X3OHP,X4OHB,X3MSO,OH_3_Butenyl,X4MSO,Allyl,X5MSO,Branches,X3_Butenyl,X6MSO,X3MT,X7MSO,X4_Pentenyl,X4MT,X8MSO,I3M,X4MOI3M,Aliphatic,Indolic,C3,C4,C3_ratio,Alk,GSOH,SC,LC,Total_GSL
CS77100,MNF-Pot-75,USA,43.595,0,Diane Byers,Monsanto,K,NH4HCO3,0.1,NH4HCO3_0.1,7.548862921,74.286,45.099,5.5,29.187,0.089031339,5.306727273,0.242921349,0.472465035,9.29E-18,3.76E-14,1.61E-16,0,0,0,1.467317674,0,1.08E-14,0,9.18E-17,0.089577821,0,0,5.91E-16,0.111834886,0.069496013,3.22E-15,1.668730381,0.069496013,1.556895495,0,1,0.942463819,NA,1.556895495,0.111834886,1.738226394
CS77100,MNF-Pot-75,USA,43.595,0,Diane Byers,Monsanto,K,NH4HCO3,1,NH4HCO3_1,8.450864545,33.672,31.182,0.333333333,2.49,0.011230151,7.47,0.067021964,0.083889226,0,3.78E-14,4.52E-16,0,0,0,1.689742436,0,1.08E-14,0,9.01E-17,0.116106585,0,0,4.30E-16,0.158570322,0.144194973,0.021702411,1.964419343,0.165897385,1.805849021,0,1,0.956132909,NA,1.805849021,0.158570322,2.130316728
CS77101,MNF-Riv-21,USA,43.5139,0,Diane Byers,Monsanto,K,NH4HCO3,0.1,NH4HCO3_0.1,6.447930855,61.872,43.116,2.666666667,18.756,0.064411945,7.04,0.304138176,0.486510508,3.86E-19,0,8.78E-15,0,3.71E-15,0,0.228696513,8.38E-18,0,3.97E-15,6.43E-17,6.79E-16,1.39E-15,8.55E-17,0,2.39E-14,0.034305402,0.006743041,0.228696513,0.041048443,0.228696513,7.07E-15,1,1,NA,0.228696513,2.79E-14,0.269744956
CS77101,MNF-Riv-21,USA,43.5139,0,Diane Byers,Monsanto,K,KNO3,0.1,KNO3_0.1,5.653675874,56.961,41.571,2,15.39,0.058082128,7.695,0.235992272,0.446941976,4.04E-18,0,9.93E-15,0,4.58E-15,0,1.152110551,0,0,5.08E-15,5.49E-17,1.13E-15,6.32E-16,9.33E-17,2.08E-14,0.100076399,0.073027204,0.025378851,1.25218695,0.098406055,1.152110551,2.79E-14,1,1,NA,1.152110551,0.100076399,1.350593005
CS77101,MNF-Riv-21,USA,43.5139,0,Diane Byers,Monsanto,K,NH4HCO3,1,NH4HCO3_1,5.210055083,41.316,38.748,1,2.568,0.016994664,2.568,0.038589848,0.043642296,0,0,7.93E-15,0,4.56E-15,2.64E-16,3.72E-13,7.17E-18,0,3.20E-15,6.71E-17,3.17E-16,1.25E-15,1.21E-16,0,2.25E-14,0.040934941,0.007458137,3.24E-13,0.048393078,3.00E-13,1.35E-14,NA,NA,NA,3.14E-13,2.70E-14,0.048393078
CS77101,MNF-Riv-21,USA,43.5139,0,Diane Byers,Monsanto,K,KNO3,1,KNO3_1,7.166385245,57.498,44.826,2,12.672,0.046233376,6.336,0.202756713,0.292319175,0,0,8.20E-15,0,4.16E-15,1.73E-16,0.255056378,0,0,1.24E-15,4.29E-17,5.30E-16,1.33E-15,1.07E-16,0,2.27E-14,0.035235332,0.005396507,0.255056378,0.040631839,0.255056378,1.18E-14,1,1,NA,0.255056378,2.66E-14,0.295688217
CS77102,IP-Moa-0,ESP,42.46,0.7,Carlos Alonso-Blanco,Monsanto,K,KNO3,1,KNO3_1,10.71417219,125.172,46.503,8,78.669,0.143435166,7.320214285,0.468557146,1.240207948,3.29E-16,3.78E-14,5.60E-15,5.02E-18,1.92E-15,0,0.37728229,0,0.024805187,0,5.05E-17,4.28E-15,1.99E-17,0,0,0.023243147,0.006110698,0.003480224,0.425330623,0.009590922,0.37728229,3.32E-15,1,1,NA,0.37728229,0.023243147,0.434921546
CS77102,IP-Moa-0,ESP,42.46,0.7,Carlos Alonso-Blanco,Monsanto,K,NH4HCO3,1,NH4HCO3_1,5.057619266,45.072,42.732,1.5,2.34,0.022774893,1.56,0.033171727,0.035528833,3.06E-16,3.77E-14,6.28E-15,0.147571923,3.93E-15,0,2.057795063,0,0.054584705,0,8.28E-17,0.097252377,0.022558458,2.39E-18,0,0.289830291,0.19491087,0.055067755,2.669592815,0.249978626,2.302619363,3.29E-15,1,0.452613685,NA,2.302619363,0.312388748,2.919571441
CS77102,IP-Moa-0,ESP,42.46,0.7,Carlos Alonso-Blanco,Monsanto,K,NH4HCO3,0.1,NH4HCO3_0.1,3.933242677,54.693,49.644,0.5,5.049,0.010931829,10.098,0.090425532,0.11038961,3.27E-16,4.14E-14,5.36E-15,3.69E-16,0,0,0.099257917,0,0,6.00E-16,6.63E-17,5.47E-15,4.61E-17,0,1.10E-16,0.089193303,0.014958099,4.87E-15,0.18845122,0.014958099,0.099257917,0,1,1,NA,0.099257917,0.089193303,0.203409319
CS77102,IP-Moa-0,ESP,42.46,0.7,Carlos Alonso-Blanco,Monsanto,K,KNO3,0.1,KNO3_0.1,3.04315464,49.68,49.68,9.63E-13,4.79E-12,0,NA,0,0,3.56E-16,3.94E-14,5.22E-15,1.77E-15,3.82E-15,0,0.200753893,0,0,0,7.32E-17,0.026741617,0,2.04E-18,0,0.076109216,0.009082543,0.010095937,0.303604725,0.01917848,0.227495509,2.38E-15,1,0.903508772,NA,0.227495509,0.076109216,0.322783205
CS77103,IP-Moc-11,ESP,41.57,0,Carlos Alonso-Blanco,Monsanto,K,KNO3,0.1,KNO3_0.1,4.917526627,86.967,61.929,2,25.038,0.032302859,12.519,0.26963998,0.401017924,1.84E-16,1.98E-14,7.11E-15,0,0,4.14E-16,1.254200604,0,0,4.18E-15,1.96E-17,1.38E-14,5.08E-17,3.21E-18,8.76E-16,0.152945464,0.110779212,0.035710025,1.407146068,0.146489237,1.254200604,2.12E-15,1,1,NA,1.254200604,0.152945464,1.553635305
CS77103,IP-Moc-11,ESP,41.57,0,Carlos Alonso-Blanco,Monsanto,K,NH4HCO3,1,NH4HCO3_1,5.605405705,52.686,52.686,1.80E-13,6.43E-12,8.18E-15,NA,0,2.08E-14,1.61E-16,1.64E-14,7.64E-15,0,0,2.84E-16,0.339284654,0,0,6.38E-15,7.13E-17,1.07E-14,2.69E-16,2.17E-17,4.73E-16,3.45E-14,0.069493594,4.16E-15,0.339284654,0.069493594,0.339284654,5.11E-15,1,1,NA,0.339284654,3.70E-14,0.408778247
CS77103,IP-Moc-11,ESP,41.57,0,Carlos Alonso-Blanco,Monsanto,K,NH4HCO3,0.1,NH4HCO3_0.1,10.39596116,94.236,61.77,3.333333333,32.466,0.053143787,10.5938,0.344296894,0.528356572,1.48E-16,1.84E-14,7.08E-15,0,0,2.12E-16,1.569295592,0,0.064163404,7.33E-15,7.00E-17,1.23E-14,3.03E-16,0,6.79E-16,0.124036745,0.057391651,0.012266567,1.757495742,0.069658218,1.569295592,4.14E-15,1,1,NA,1.569295592,0.124036745,1.827153959
CS77103,IP-Moc-11,ESP,41.57,0,Carlos Alonso-Blanco,Monsanto,K,KNO3,1,KNO3_1,10.72628426,51.75,51.75,1.17E-13,6.56E-12,8.48E-15,NA,0,3.20E-14,1.62E-16,1.70E-14,7.58E-15,0,0,3.99E-16,0.485610977,0,0,5.86E-15,5.44E-17,1.33E-14,2.67E-16,6.82E-18,5.81E-16,0.07661625,0.023221889,3.47E-15,0.562227227,0.023221889,0.485610977,6.25E-15,1,1,NA,0.485610977,0.07661625,0.585449116
CS77104,IP-Moe-0,ESP,41.78,2.37,Xavier Picó,Monsanto,K,KNO3,0.1,KNO3_0.1,1.388928215,88.371,53.757,6.5,34.614,0.12053363,4.5468,0.318564633,0.636243747,7.94E-17,0,0.200665379,0,0.565603254,1.62E-15,1.54E-13,1.65E-16,0.062586137,0.951520566,6.23E-17,0,0.054865842,0.031173172,1.64E-16,0.160585333,0.072732973,0.024743162,2.026999684,0.097476135,1.01E-13,1.7177892,8.17E-14,0.877148448,0.381977312,1.7177892,0.215451175,2.124475819
CS77104,IP-Moe-0,ESP,41.78,2.37,Xavier Picó,Monsanto,K,NH4HCO3,0.1,NH4HCO3_0.1,3.838720193,43.11,35.262,3,7.848,0.083458521,2.616,0.151969328,0.218327491,6.65E-17,0,4.18E-14,0,0.624679762,0,1.78E-13,0,0.897637658,3.136978806,7.65E-17,0,8.26E-15,5.91E-15,0,1.75E-14,0.12261077,0.007762988,4.659296227,0.130373759,1.21E-13,3.761658568,7.38E-14,1,0.166064982,3.761658568,2.39E-14,4.789669985
CS77104,IP-Moe-0,ESP,41.78,2.37,Xavier Picó,Monsanto,K,KNO3,1,KNO3_1,7.489605849,50.598,44.232,1.333333333,6.366,0.025980226,4.491,0.100162284,0.12008112,7.45E-17,0,0.032989463,0,0.180754168,0,1.72E-13,0,0,0.087917592,5.29E-17,0.025658471,0.008150905,0.034314105,0.032722018,0.019726155,0.081252832,0.010370714,0.422232878,0.091623545,0.025658471,0.334383242,0.061233886,0.526703499,0.765734266,0.360041713,0.027877061,0.513856424
CS77104,IP-Moe-0,ESP,41.78,2.37,Xavier Picó,Monsanto,K,NH4HCO3,1,NH4HCO3_1,16.83805841,112.044,57.498,8,54.546,0.134029932,5.149401098,0.363044051,0.844307211,6.32E-17,0,4.02E-14,0,0.424971152,0,1.60E-13,0,0,0.604009236,6.89E-17,0,0.017711937,4.88E-15,0,0.098645982,0.05014892,0.024415823,1.145338307,0.074564743,8.87E-14,1.028980388,7.42E-14,1,0.385796245,1.028980388,0.116357919,1.21990305
CS77107,IP-Mon-5,ESP,38.06,0,Carlos Alonso-Blanco,Monsanto,K,NH4HCO3,1,NH4HCO3_1,14.58213815,101.706,59.958,9.333333333,41.748,0.152057535,4.2804,0.373165911,0.681410133,0,7.17E-15,0.310331004,0,1.614827184,4.41E-18,0,4.96E-19,6.96E-15,2.757502007,0.015887068,4.91E-15,0.119520487,0,7.25E-16,0.43733204,0.38088854,0.053430057,5.25539979,0.434318597,0,4.682660195,1.07E-13,0.931463934,0.379357383,4.682660195,0.572739595,5.689718387
CS77107,IP-Mon-5,ESP,38.06,0,Carlos Alonso-Blanco,Monsanto,K,KNO3,1,KNO3_1,14.27968423,116.058,65.91,8.666666667,50.148,0.122823756,5.610654545,0.333060162,0.712157963,0,6.02E-15,0.053633644,0,0.329488316,2.53E-16,0,0,0.036549463,0.603663092,0,6.27E-15,0.013438066,0,8.61E-16,0.077665425,0.058511331,0.0123176,1.114438005,0.070828931,0,0.986785051,1.07E-13,0.938399759,0.359392223,0.986785051,0.091103491,1.185266936
CS77107,IP-Mon-5,ESP,38.06,0,Carlos Alonso-Blanco,Monsanto,K,KNO3,0.1,KNO3_0.1,5.629640114,63.162,58.869,2,4.293,0.034076232,2.535,0.067819913,0.073026584,0,6.16E-15,0.110055639,0,0.479057651,0,2.33E-15,0,0.075505019,0.945311497,0,0,0.021594138,0,1.37E-15,0.086376551,0.106005282,0.018913486,1.717900495,0.124918769,0,1.534424788,1.05E-13,0.960812387,0.296574854,1.534424788,0.107970688,1.842819264
CS77107,IP-Mon-5,ESP,38.06,0,Carlos Alonso-Blanco,Monsanto,K,NH4HCO3,0.1,NH4HCO3_0.1,9.297177256,58.62,54.87,1.666666667,3.75,0.029223116,2.427,0.05883478,0.064630868,0,8.63E-15,0,0,0.382675449,8.08E-17,0,0,0.71145099,0.948276209,1.18E-16,5.54E-15,8.62E-16,0,9.84E-16,0.057619666,0.077406078,0.011994183,2.100022314,0.089400261,0,1.330951657,1.07E-13,1,0.291020063,1.330951657,0.057619666,2.189422575
CS77108,IP-Mos-1,POR,40.04,0,Carlos Alonso-Blanco,Monsanto,K,NH4HCO3,0.1,NH4HCO3_0.1,4.035550066,26.958,26.958,3.17E-12,9.71E-12,0,NA,9.79E-14,2.28E-13,0,0,5.91E-15,0,6.28E-14,0,1.48E-13,0,2.93E-14,5.19E-14,6.83E-17,2.36E-15,4.12E-15,2.09E-14,1.47E-15,2.20E-14,0.066903026,0,3.39E-13,0.066903026,1.27E-13,1.37E-13,NA,NA,NA,2.60E-13,2.54E-14,0.066903026
CS77108,IP-Mos-1,POR,40.04,0,Carlos Alonso-Blanco,Monsanto,K,KNO3,0.1,KNO3_0.1,8.694518952,57.06,45.783,2,11.277,0.038446751,5.6385,0.151218923,0.216782007,0,0,6.02E-15,0,0.440570027,0,1.59E-13,0,0.168022963,0.326123515,3.09E-17,0,0.019168076,0.236883655,3.61E-16,0.051514204,0.094246159,0.018369406,1.24228244,0.112615566,1.25E-13,0.766693542,5.08E-14,1,0.775641026,0.766693542,0.07068228,1.354898006
CS77108,IP-Mos-1,POR,40.04,0,Carlos Alonso-Blanco,Monsanto,K,KNO3,1,KNO3_1,2.658318112,32.634,32.634,3.01E-12,1.01E-11,0,NA,1.03E-13,2.39E-13,0,0,5.54E-15,0,0.107811695,8.25E-17,1.34E-13,0,2.84E-14,0.087166902,5.09E-17,2.66E-15,3.94E-15,0.050465049,1.17E-15,0.019784593,0.02666619,0.016811966,0.265228238,0.043478157,1.12E-13,0.194978597,0,1,0.552941176,0.194978597,0.019784593,0.308706395
CS77108,IP-Mos-1,POR,40.04,0,Carlos Alonso-Blanco,Monsanto,K,NH4HCO3,1,NH4HCO3_1,5.260298848,35.184,29.262,1.666666667,5.922,0.051297835,3.5532,0.117836676,0.182271468,0,0,5.08E-15,0,0.261669263,0,1.37E-13,1.60E-19,2.76E-14,0.293445371,9.51E-17,2.11E-15,4.00E-15,1.92E-14,1.61E-15,1.97E-14,0.096251081,0.015355626,0.555114634,0.111606707,1.10E-13,0.555114634,0,1,0.253571429,0.555114634,2.38E-14,0.666721341
CS77109,IP-Mot-0,ESP,38.19,0,Carlos Alonso-Blanco,Monsanto,K,NH4HCO3,0.1,NH4HCO3_0.1,18.59141615,167.508,74.664,15,92.844,0.200900032,6.1896,0.554266065,1.243490839,0,0,0,0,0,4.74E-17,0,0,0.636706601,1.473520991,8.96E-17,0,3.50E-16,0,1.46E-15,0.034609552,0.036838025,0,2.144837144,0.036838025,0,1.473520991,0,1,6.16E-15,1.473520991,0.034609552,2.181675169
CS77109,IP-Mot-0,ESP,38.19,0,Carlos Alonso-Blanco,Monsanto,K,KNO3,0.1,KNO3_0.1,6.415117679,54.09,45.81,3,8.28,0.055334218,2.76,0.11698881,0.152722444,0,0,0,0,0,4.14E-17,0,0,0.044619731,0.522021687,5.89E-17,0,1.75E-16,1.55E-18,8.58E-16,0.023330578,0.049133829,0.020359472,0.589971996,0.069493301,0,0.522021687,0,1,2.53E-14,0.522021687,0.023330578,0.659465298
CS77109,IP-Mot-0,ESP,38.19,0,Carlos Alonso-Blanco,Monsanto,K,NH4HCO3,1,NH4HCO3_1,6.358718025,26.604,26.604,8.74E-13,5.77E-13,0,NA,0,0,0,0,0,0,0,2.18E-17,0,0,3.79E-14,1.02E-13,6.97E-17,0,2.16E-16,0,1.26E-15,0.035231892,0.027662052,0.043555222,0.035231892,0.071217274,0,1.03E-13,NA,NA,NA,0,0.035231892,0.106449166
CS77109,IP-Mot-0,ESP,38.19,0,Carlos Alonso-Blanco,Monsanto,K,KNO3,1,KNO3_1,7.427539056,50.355,43.317,2,7.038,0.081192717,3.519,0.162922572,0.196932099,0,0,0,0,0,1.91E-16,0,0,0.059836689,0.460556851,6.54E-17,0,0.008354287,9.65E-18,1.30E-15,0.022206695,0.070236039,0.046679933,0.550954522,0.116915972,0,0.460556851,0,1,6.29E-15,0.460556851,0.030560982,0.667870493
CS77111,IP-Moz-0,ESP,41.91,0.17,Carlos Alonso-Blanco,Monsanto,K,NH4HCO3,1,NH4HCO3_1,10.00329201,118.607,54.468,9,64.139,0.121832359,7.126555556,0.317284195,0.868245073,9.64E-17,1.95E-14,0,3.84E-16,0,0,1.009950117,0,5.79E-16,0,8.92E-17,3.66E-14,0,3.49E-17,1.83E-16,0.132526194,0.073950037,0.007648941,1.142476311,0.081598977,1.009950117,0,1,1,NA,1.009950117,0.132526194,1.224075289
CS77111,IP-Moz-0,ESP,41.91,0.17,Carlos Alonso-Blanco,Monsanto,K,NH4HCO3,0.1,NH4HCO3_0.1,4.538665154,32.886,32.886,8.60E-13,7.63E-12,1.29E-15,NA,2.88E-14,1.04E-13,1.11E-16,2.18E-14,0,6.24E-16,0,0,0,0,6.48E-16,0,8.16E-17,3.71E-14,0,6.79E-18,4.09E-16,0,0,1.40E-15,0,0,0,0,NA,NA,NA,0,0,0
CS77111,IP-Moz-0,ESP,41.91,0.17,Carlos Alonso-Blanco,Monsanto,K,KNO3,0.1,KNO3_0.1,4.203046079,46.017,44.856,0.5,1.161,0.011651753,2.322,0.025666534,0.027055369,1.08E-16,1.75E-14,0,3.73E-16,0,1.25E-17,0,0,6.05E-16,0,1.27E-17,3.01E-14,0,3.48E-17,4.74E-16,0.136241241,3.09E-15,0.00551984,0.136241241,0.00551984,0,0,NA,NA,NA,0,0.136241241,0.14176108
CS77111,IP-Moz-0,ESP,41.91,0.17,Carlos Alonso-Blanco,Monsanto,K,KNO3,1,KNO3_1,4.906526877,40.662,40.662,8.42E-13,7.96E-12,2.42E-15,NA,2.74E-14,9.86E-14,1.08E-16,1.94E-14,0,4.10E-16,0,1.36E-16,0,0,6.75E-16,0,6.97E-17,3.71E-14,0,1.59E-17,3.67E-16,0.068640393,0,1.48E-15,0.068640393,0,0,0,NA,NA,NA,0,0.068640393,0.068640393
CS77113,Muh-2,GER,48.42,8.76,0,Monsanto,K,NH4HCO3,1,NH4HCO3_1,11.17533582,127.7686667,59.344,11.33333333,68.42466667,0.152554434,6.177540351,0.385286852,0.913479791,4.50E-16,0.288676339,0,9.00E-15,0,1.10E-17,0,0,1.71E-16,8.98E-16,9.03E-17,0,0.01705321,3.23E-17,0.009805739,0.240839818,0.160561949,0.054954237,0.556375106,0.215516186,0.288676339,0.009805739,0.967147979,5.38E-14,NA,0.298482078,0.257893028,0.771891292
CS77113,Muh-2,GER,48.42,8.76,0,Monsanto,K,KNO3,1,KNO3_1,12.33690383,151.3646667,78.33233333,10,73.03233333,0.124543858,6.250566667,0.415233342,0.888441025,4.54E-16,0.14906848,0,8.68E-15,0,1.12E-16,3.07E-15,0,0.012557739,3.38E-16,6.79E-17,0,0,2.40E-17,4.05E-16,0.038224282,0.033009137,0.004298887,0.199850501,0.037308024,0.14906848,0,1,4.22E-14,NA,0.14906848,0.038224282,0.237158525
CS77113,Muh-2,GER,48.42,8.76,0,Monsanto,K,KNO3,0.1,KNO3_0.1,14.4771399,159.3236667,69.36333333,11,89.96033333,0.164636659,8.356445221,0.565107461,1.336977655,4.50E-16,0.21091903,0,7.87E-15,0,0,0,0,0,4.88E-15,9.10E-17,0,0,1.92E-17,3.00E-16,0.044299195,0.028065328,0.008617418,0.255218225,0.036682746,0.21091903,0,1,1.23E-13,NA,0.21091903,0.044299195,0.291900971
CS77113,Muh-2,GER,48.42,8.76,0,Monsanto,K,NH4HCO3,0.1,NH4HCO3_0.1,6.961357564,47.148,45.738,0.333333333,1.41,0.005694501,4.23,0.022464392,0.024087741,4.57E-16,0.047229081,0,8.70E-15,0,0,2.01E-15,0,9.55E-18,2.11E-15,8.92E-17,0,0,3.94E-18,7.81E-16,0,0.009164399,0.004368078,0.047229081,0.013532478,0.047229081,0,1,6.04E-14,NA,0.047229081,0,0.060761559
CS77114,IP-Mun-0,ESP,40.71,0,Carlos Alonso-Blanco,Monsanto,K,NH4HCO3,0.1,NH4HCO3_0.1,7.17763739,42.444,42.444,1.65E-13,3.84E-12,0,NA,1.52E-14,7.67E-15,3.29E-17,1.94E-15,8.31E-15,0,0,0,0.072497669,0,3.21E-15,0,0,0,6.96E-16,0,4.88E-16,2.18E-14,0.038878035,0.008986061,0.072497669,0.047864096,0.072497669,2.40E-15,1,1,NA,0.072497669,2.33E-14,0.120361765
CS77114,IP-Mun-0,ESP,40.71,0,Carlos Alonso-Blanco,Monsanto,K,KNO3,1,KNO3_1,4.296194131,42.417,30.492,2.5,11.925,0.091719383,3.7035,0.233880029,0.314618698,3.20E-17,0,8.11E-15,0,5.46E-17,0,0.235558846,0,0.064136583,0,0,0,6.98E-16,0,4.00E-16,0.019079533,0,0,0.318774962,0,0.235558846,5.64E-15,1,1,NA,0.235558846,0.019079533,0.211494602
CS77114,IP-Mun-0,ESP,40.71,0,Carlos Alonso-Blanco,Monsanto,K,KNO3,0.1,KNO3_0.1,6.196279504,47.673,47.673,2.48E-12,0,0,NA,0,0,3.76E-17,0,7.38E-15,0,2.65E-15,0,1.56E-13,0,3.36E-15,0,6.19E-16,0,9.67E-16,0,0,2.18E-14,0.036093765,0.020028837,1.87E-13,0.056122602,1.68E-13,2.05E-15,NA,NA,NA,1.64E-13,2.27E-14,0.056122602
CS77114,IP-Mun-0,ESP,40.71,0,Carlos Alonso-Blanco,Monsanto,K,NH4HCO3,1,NH4HCO3_1,15.53041834,115.32,51.204,5.666666667,64.116,0.08725466,11.31458824,0.249195467,0.987250554,2.43E-17,0,7.99E-15,0,1.81E-16,0,1.728447887,0,3.46E-15,0,0,0,0.015286541,1.72E-17,0.01236787,0.224372861,0.199536945,0.022765672,1.98047516,0.222302618,1.728447887,0.01236787,0.99611586,0.99611586,NA,1.740815757,0.239659403,2.202777778
CS77115,IP-Mur-0,ESP,41.67,2,Xavier Picó,Monsanto,K,NH4HCO3,0.1,NH4HCO3_0.1,17.25095868,150.867,64.017,10,86.85,0.144637606,8.673882353,0.494587969,1.256013974,2.66E-17,9.10E-15,0.056804385,0,0.586710856,0,1.71E-13,0,0.264260192,0.874986789,8.66E-16,0,0.024993929,0,0,0.276165612,0.058561628,0.02696146,2.083921763,0.085523089,2.08E-13,1.51850203,0,0.970503827,0.427418917,1.51850203,0.301159541,2.169444852
CS77115,IP-Mur-0,ESP,41.67,2,Xavier Picó,Monsanto,K,KNO3,1,KNO3_1,8.469336096,85.932,58.158,3,27.774,0.044646843,9.258,0.184525233,0.413340477,2.78E-17,2.53E-15,2.89E-14,0,0.219105292,0,1.56E-13,0,0.013930819,0.285306466,7.31E-16,0,0.010523591,0,0,0.109979666,0.014329761,0.009652067,0.638845834,0.023981828,1.83E-13,0.504411758,0,1,0.432476943,0.504411758,0.120503257,0.662827662
CS77115,IP-Mur-0,ESP,41.67,2,Xavier Picó,Monsanto,K,NH4HCO3,1,NH4HCO3_1,15.12163309,127.41,57.09,9,70.32,0.154194297,7.117963636,0.507658524,1.13048459,2.04E-17,2.27E-15,0.517168371,0,2.278134016,0,1.66E-13,0,0.065899883,2.86983365,0.054627534,0,0.342092741,3.36E-18,0,0.333366847,0.386082758,0.124150575,6.461123043,0.510233333,1.83E-13,5.665136038,0,0.931721534,0.45319541,5.665136038,0.730087122,6.971356376
CS77115,IP-Mur-0,ESP,41.67,2,Xavier Picó,Monsanto,K,KNO3,0.1,KNO3_0.1,13.40271515,106.326,46.53,5.5,59.796,0.093956708,6.7005,0.34811848,0.915645605,3.46E-17,9.44E-16,0.061768621,0,0.465841726,0,1.56E-13,0,0.069916016,0.581686095,3.71E-16,0,0.058737032,4.15E-18,0,0.164479989,0.028042196,0.03329687,1.402429479,0.061339066,1.83E-13,1.109296442,1.17E-13,0.970288006,0.70251938,1.109296442,0.223217021,1.463768545
CS77117,IP-Nac-0,ESP,40.75,0,Carlos Alonso-Blanco,Monsanto,K,KNO3,0.1,KNO3_0.1,7.245060369,39.555,24.669,3.5,14.886,0.146389948,4.06575,0.360181193,0.572241443,3.11E-17,3.64E-15,2.98E-15,3.16E-15,2.53E-15,0,0.39746097,0,1.34E-15,5.61E-15,2.92E-17,0,5.72E-16,2.42E-18,1.32E-15,0.1503574,0.03305781,0.010593816,0.54781837,0.043651626,0.39746097,1.02E-14,1,1,NA,0.39746097,0.1503574,0.591469996
CS77117,IP-Nac-0,ESP,40.75,0,Carlos Alonso-Blanco,Monsanto,K,NH4HCO3,0.1,NH4HCO3_0.1,11.68077988,90.378,31.887,8,58.491,0.250530887,6.834272728,0.626087092,1.713411645,5.16E-17,6.74E-15,0.156003759,3.85E-15,7.34E-16,0,1.378920225,0,5.73E-16,7.62E-15,8.33E-17,4.07E-15,9.74E-16,0,1.29E-15,0.313526819,0.106267818,0.013046327,1.848450804,0.119314145,1.378920225,0.156003759,0.918229016,0.918229016,NA,1.534923984,0.313526819,1.967764949
CS77117,IP-Nac-0,ESP,40.75,0,Carlos Alonso-Blanco,Monsanto,K,KNO3,1,KNO3_1,12.47536258,36.234,22.914,2.333333333,13.32,0.100463299,4.686,0.305651212,0.49930245,2.38E-17,2.55E-15,4.54E-15,4.05E-15,2.15E-15,0,0.822772746,0,0.119678953,5.66E-15,6.29E-17,0,9.00E-16,9.53E-19,1.26E-15,0,0.061018128,0.007664735,0.70605607,0.068682863,0.822772746,9.77E-15,1,1,NA,0.822772746,0,0.774738934
CS77117,IP-Nac-0,ESP,40.75,0,Carlos Alonso-Blanco,Monsanto,K,NH4HCO3,1,NH4HCO3_1,14.63570344,72.828,34.587,6.5,38.241,0.158104689,5.883230769,0.325195163,0.930166375,0,3.89E-15,3.42E-15,0.198585668,3.30E-15,0,0.898046783,0,9.86E-16,6.60E-15,9.26E-17,3.81E-15,0.030328813,2.69E-17,1.24E-15,0.289878698,0.088433996,0.039679597,1.416839962,0.128113593,1.096632451,9.20E-15,1,0.896507821,NA,1.096632451,0.320207511,1.544953555
CS77119,Nar-3,AZE,38.9522,48.925,James Beck,Monsanto,K,NH4HCO3,0.1,NH4HCO3_0.1,6.461515002,33.126,29.97,0.666666667,3.156,0.05527916,4.734,0.146599777,0.261691542,2.95E-17,0.201486573,1.66E-15,0,0,0,2.01E-14,0,0,3.77E-15,6.47E-17,1.77E-15,6.25E-15,0,2.67E-15,0,0.026139647,0.008213782,0.201486573,0.034353429,0.201486573,0,1,0,NA,0.201486573,0,0.235840001
CS77119,Nar-3,AZE,38.9522,48.925,James Beck,Monsanto,K,NH4HCO3,1,NH4HCO3_1,3.855940866,22.464,21.438,0.5,1.026,0.024008451,2.052,0.044846578,0.049265342,1.88E-17,0.531095379,2.29E-15,0,0,0,3.33E-14,0,0,2.58E-15,7.60E-17,1.63E-15,6.65E-15,0,2.63E-15,0,0.083098469,0.034761739,0.531095379,0.117860208,0.531095379,0,1,0,NA,0.531095379,0,0.648955587
CS77119,Nar-3,AZE,38.9522,48.925,James Beck,Monsanto,K,KNO3,1,KNO3_1,6.439754236,17.856,17.856,0,3.69E-12,3.67E-14,NA,3.68E-14,1.20E-13,2.31E-17,0.236197506,2.23E-15,0,0,0,3.21E-14,0,0,2.15E-15,4.87E-17,1.50E-15,6.60E-15,0,2.60E-15,0,0.013130717,0,0.236197506,0.013130717,0.236197506,0,1,0,NA,0.236197506,0,0.249328223
CS77119,Nar-3,AZE,38.9522,48.925,James Beck,Monsanto,K,KNO3,0.1,KNO3_0.1,4.826676939,18,11.934,2.5,6.066,0.232684657,2.5695,0.343682024,0.528230485,1.76E-17,0.242271822,7.88E-16,0,0,8.15E-17,0,5.52E-18,0,0,1.32E-17,2.94E-15,0.030406028,0,2.22E-15,0,0.018289147,0,0.27267785,0.018289147,0.242271822,0,1,0,NA,0.242271822,0.030406028,0.290966997
CS77121,Nar-5,AZE,38.9522,48.925,James Beck,Monsanto,K,NH4HCO3,0.1,NH4HCO3_0.1,4.761963763,28.458,28.458,7.12E-13,0,1.43E-15,NA,0,0,1.96E-17,0.547251821,4.29E-15,0,0,0,1.26E-13,0,0,0,7.70E-17,0,6.41E-16,0,0,1.18E-14,0.037303308,7.63E-15,0.547251821,0.037303308,0.547251821,0,1,0,NA,0.547251821,2.01E-14,0.584555129
